Quote,Author
"Every punishment is based, not on logic or on the feeling of justice, but on the desire to wish evil on those who have done evil to you or to another person.",Leo Tolstoy
Capital punishment is a very clear proof that our society’s organization is far from being a Christian one.,Leo Tolstoy
Everything about our present system of punishments and about all criminal law will be thought of by future generations in the same way that we think of cannibalism or human sacrifice to ancient pagan gods. “How did they not see the uselessness and cruelty of those things which they did?” our descendants will say about us.,Leo Tolstoy
"To punish others is like putting more wood in the fire. Every crime already has punishment in itself, and it is more cruel and more just than the punishment created by people.",Leo Tolstoy
"We should remember that the desire to punish is part of a very low animal feeling which should be suppressed, and which should not be a part of our reality.",Leo Tolstoy
"Follow the best way of life you possibly can, and habit will make this way suitable and pleasant for you.",Leo Tolstoy
"Everything is from God; therefore, everything is good. Evil is goodness which we did not understand because of our shortsightedness.",Leo Tolstoy
"When one understands that kind of evil which is in his deeds, then all other misfortunes to which he can be subjected are nothing as compared with the pleasure and freedom he can then experience.",Leo Tolstoy
"Neither the descriptions of war nor its terrible cruelties and atrocities can stop people from participating in it. One reason for this is that by viewing the atrocities of war, everyone comes to understand that if such a terrible thing can exist and be accepted by people, then there must be some reason for its existence.",Leo Tolstoy
The time has come to talk about the evils of war. It is not true that the existence of wars proves their necessity. The history of mankind says that such things should not happen.,Leo Tolstoy
To deny God is to deny yourself as a spiritual and intellectual being.,Leo Tolstoy
"I know God and soul not by their definition, but in another way entirely. Striving to define God destroys this knowledge in me. I know that God exists, that my soul exists; this knowledge is clear to me because I was given it. I have not the slightest doubt about the existence of God, if I ask: What am I? Who am I? My legs are not me; my arms are not me; my head is not me; my feelings are not me; even my thought is not me. Then what am I? I am myself, I am my soul. No matter which side I approach this question, I inevitably come to God. The beginning of my life is God, the beginning of my existence is God. The same with the soul. If I want to know the truth, I know that at the beginning of all is my soul; if I want to understand my feeling of love and necessity for goodness, then I again find the source of this in my soul.",Leo Tolstoy
"Life in this world goes according to somebody’s will—someone performs special actions upon all life in this world, and touches all our lives. That which performs these actions is what we call God.",Leo Tolstoy
That feeling which solves all of the contradictions of human life and gives one the greatest bliss is known to all people: this feeling is love.,Leo Tolstoy
"Love destroys death and makes it empty; it gives meaning to senseless things; from unhappiness, love makes real happiness.",Leo Tolstoy
"The less love a person has, the more he suffers.",Leo Tolstoy
"If you are in a difficult situation, a low mood, if you are afraid of other people and of yourself, if you are tormented, then tell yourself: “I will love everyone whom I meet in this life.” Try to follow this rule; and you will see that everything will find its way, and everything will seem simple, and you will no longer have doubts or fears.",Leo Tolstoy
People mistakenly think that virtue lies in the knowledge of many things. What is important is not the quantity but the quality of knowledge.,Leo Tolstoy
"Do not fear the lack of knowledge, fear false knowledge. All evil in this world comes from false knowledge.",Leo Tolstoy
Knowledge born in argument and discussion is to be doubted.,Leo Tolstoy
"In the world today, real faith has in most cases been replaced by public opinion. People do not believe in God, but they believe in many minor things which are taught by other people.",Leo Tolstoy
"People’s misfortunes are caused not because they do not know their duties, but because they misunderstand their duties.",Leo Tolstoy
Faith is not achieved by a majority of votes.,Leo Tolstoy
The major reason for the evil that exists today is the absence of faith in people of our time.,Leo Tolstoy
Truly virtuous is the person who gives his love to the weak.,Leo Tolstoy
"If a rich person could be truly virtuous, then he would stop being rich very quickly.",Leo Tolstoy
The foundation of love is in each person’s understanding of the unity of the divine spark which lives in all people.,Leo Tolstoy
All that brings unification to people is goodness and beauty; all that brings separation among them is evil. All people know this: it is firmly inscribed on our hearts.,Leo Tolstoy
"We are separate beings, it seems, but in our inner life we are closely connected with all living things.",Leo Tolstoy
"We can feel some of the vibrations of this spiritual world; some of them have not reached us yet, but they are moving, as the vibrations of light from the distant stars are moving across the universe; they move, though they are not yet visible to our eyes.",Leo Tolstoy
The existing order of things can he improved.,Leo Tolstoy
"In order to fulfill the law of God as we understand it, a joint effort must be made by many people. Then, maybe slowly, we will move to an understanding of this divine law.",Leo Tolstoy
"God’s kingdom is the fulfillment among mankind of God’s will, according to the measure in which it is revealed to us.",Leo Tolstoy
"In the life of the world, thousands of years look like one year. Therefore, we should work hard at the fulfillment of eternity, and we should wait for the day when religion will enlighten this world completely.",Leo Tolstoy
"The kingdom of God is inside us; therefore look for the kingdom of God inside you and the rest will take care of itself, in the best possible way.",Leo Tolstoy
"My material life is subject to suffering and death, and no effort of mine can release me from suffering or death. My spiritual life is subject neither to suffering nor death. Therefore, salvation from suffering and death lies in only one thing: in the transfer of my conscious “self” from the material to the spiritual.",Leo Tolstoy
"The way to understand this world is to understand your inner self. With the help of love, and by virtue of the love of others, we understand other beings: people, animals, plants, stones, heavenly bodies; and we understand the attitudes of these beings to themselves; and these attitudes create the whole world as we know it. The way to understanding is based on love, on unification with all other creatures in the world.",Leo Tolstoy
That which we understand as the happiness or unhappiness of our animal “self” depends on the highest spiritual will.,Leo Tolstoy
"Nothing can support idleness better than empty chatter. People would be better to keep silent and not speak the boring, empty things they routinely say to entertain themselves. How can they endure it?",Leo Tolstoy
Those people speak most who do not have much to say.,Leo Tolstoy
"The less you speak, the more you will work.",Leo Tolstoy
"The foundation of ancient societies was violence. The basis of our contemporary society is wise concord, the negation of violence.",Leo Tolstoy
"Some people think that it is impossible to rule other people without violence. And so they do to people as other people do with horses, when they blind their eyes so that they will more obediently walk in a circle.",Leo Tolstoy
For what purpose is a man’s intellect if you are going to influence him only with violence?,Leo Tolstoy
"In all cases, when people use violence, you should try to convince them not to. You should try to apply wise, convincing arguments, appealing not to the everyday world, but to their higher spiritual understanding. Then, when you succeed, you will have the complete satisfaction of your conscience.",Leo Tolstoy
"People believe in eternal life because they believe that life’s beginning is spiritual, and therefore eternal.",Leo Tolstoy
"A person is not afraid to die only after he understands that he was never born, that he always existed, exists at present, and will always exist.",Leo Tolstoy
"A person will believe in his eternity when he understands that his life is not a wave, a period of time, but the eternal movement which is manifested in this life only as a wave.",Leo Tolstoy
Those who believe that their life has not begun with their birth and will not end with death find it much easier to live a good life than those who do not understand or believe this.,Leo Tolstoy
"Really true, good, and great things are always simple.",Leo Tolstoy
"Very often the simplest and least educated people can easily and unconsciously understand the meaning of life while the most scholarly people lack this ability, because they have been too educated to understand the simple things that are basic to all people.",Leo Tolstoy
"If you want to find an example to follow, you should look among simple, humble folk. There is real greatness only in those who do not advertise themselves, and who do not understand themselves as great.",Leo Tolstoy
"The feeling of compassion for other living beings reminds me of the feeling of pain in our body. Just as you can become less sensitive to pain in your body with time, you can become less compassionate to others.",Leo Tolstoy
"When the suffering of another creature causes you to feel pain, do not submit to the initial desire to flee from the suffering one, but on the contrary, come closer, as close as you can to him who suffers, and try to help him.",Leo Tolstoy
"Love is the manifestation of the divine nature which exists above time. Love is not only a way of life, it is an action directed toward the goodness of others.",Leo Tolstoy
There is no love in the future. Love can exist only in the present moment. A man who does not manifest love in the present does not love at all.,Leo Tolstoy
Be kind even if the world blames you. It is better than the converse when a person is praised by others but continues to be bad.,Leo Tolstoy
"Certainly, it is painful to recall all the things which you could have done in the past but did not: some charity, for example; a time you denied to those who expected help from you; or when you blocked the joyful understanding of completing an action you should have finished.",Leo Tolstoy
Faith is not true faith if love is not in harmony with it.,Leo Tolstoy
"If a person is not in a hurry to fulfill the things which he understands as the law of God, then he believes neither in the law, nor in God.",Leo Tolstoy
Effort is the necessary condition of moral perfection.,Leo Tolstoy
Those who think that they can live a high spiritual life whose bodies are filled with idleness and luxuries are mistaken.,Leo Tolstoy
"If you were abused, make an effort to love those who have abused you. If you have abused someone, make an effort to correct the evil which you created.",Leo Tolstoy
"When one understands life’s law, one manifests the part of God which lives inside him.",Leo Tolstoy
"In the long run, people achieve only that which they have set as goals for themselves; therefore, set the highest possible goals for yourself.",Leo Tolstoy
The fulfillment of the law of goodness has nothing in common with everyday material prosperity. Sometimes material prosperity and moral goodness clash in conflict. These sufferings lead to the highest elevation of spirit.,Leo Tolstoy
"Sometimes we cannot see any connection between our suffering and our sin, but this connection definitely exists.",Leo Tolstoy
"“I was repaid with evil for the goodness which I have done.” But if you love those for whom you did good, then you have already received your reward. Therefore, all that you do with love, you do for yourself.",Leo Tolstoy
"Look for the causes of the evil from which you suffer in yourself. Sometimes this evil is the direct consequence of your activity; sometimes it happens after a lengthy period of transformation of an evil which you committed long ago. But the source is always in you, and salvation from it lies in changes in your actions, your way of life.",Leo Tolstoy
"In every faith, only what is spiritual is true.",Leo Tolstoy
"If you do not believe that at its beginning, your life came from spirit, why are you looking for it elsewhere, thinking that you can find spirit in other places? He who behaves in this way is like the man who burns a lantern in bright sunlight.",Leo Tolstoy
"Do not be afraid to get rid of things which distract your attention—everything material, everything which can be seen or can be felt. The more you purify the spiritual core of your faith, the firmer your faith will be.",Leo Tolstoy
"Knowledge is a tool, not a purpose.",Leo Tolstoy
"People know little, because they try to understand those things which are not open to them for understanding: God, eternity, spirit; or those which are not worth thinking about: how water becomes frozen, or a new theory of numbers, or how viruses can transmit illnesses. How to live your life is the only real knowledge.",Leo Tolstoy
"People who think that the most important thing in life is knowledge remind me of a butterfly who flies into the flame of a candle, and in so doing burns, and extinguishes the light.",Leo Tolstoy
"The purpose of life is the fulfillment of the law of God, not the acquisition of ever more knowledge.",Leo Tolstoy
Repentance always precedes perfection. It is sad that people think repentance is unnecessary.,Leo Tolstoy
Not to accept your mistakes is to increase them.,Leo Tolstoy
You should live in such a way that you can confide anything on your mind.,Leo Tolstoy
"The more important something is in your life, the more harmful it can be for you in the future if you abuse it. The misfortunes and woes of people often come from the abuse of the most precious tool of our life: intellect.",Leo Tolstoy
"God gave his spirit, his intellect, to us, so that we can understand his will and fulfill it; but we misuse it and apply this spirit for the fulfillment of our own will.",Leo Tolstoy
When a person tries to apply his intellect to the question “Why do I exist in this world?” he becomes dizzy. The human intellect cannot find the answers to such questions. What does this mean? This means that our intellect is not given to us to find a solution for this question. Our intellect can only answer the question: “How shall I live?” And the answer is simple: “We should live so as to bring good to all people.”,Leo Tolstoy
The purpose of the intellect is to reveal the truth; therefore it is a harmful misconception to pervert the truth with intellectual efforts.,Leo Tolstoy
Only those who know their weaknesses can be tolerant of the weaknesses of their neighbors.,Leo Tolstoy
"Almost always, when we look deep into our souls, we can find there the same sins which we blame in others. If we do not find a particular sin in our soul, then we should look more closely, and we will find even worse sins there.",Leo Tolstoy
"If we can put ourselves into the place of other people, we lessen our pride.",Leo Tolstoy
"If Christians would follow the law, there would be no rich and no poor.",Leo Tolstoy
"Wealth reminds me of manure in the field. When it is in a big pile it makes a bad smell. But when it is distributed everywhere across the field, it makes the soil fertile.",Leo Tolstoy
"A person must completely close his eyes on his morals, that in a Christian society so filled with people in need, there are other people who are so proud to have great wealth.",Leo Tolstoy
"The intellect can liberate a person; the less of an intellectual life one has, the less liberated one is.",Leo Tolstoy
"A wise person lives in accordance with his desires, because he wants only that which is attainable. Such a person is free.",Leo Tolstoy
"We have created a way of life which is contrary to mankind’s moral and physical nature, and yet we want to be free while living this kind of life.",Leo Tolstoy
"Freedom cannot be achieved by looking for it, but in looking for truth. Freedom should not be a purpose, but a consequence.",Leo Tolstoy
Freedom cannot be granted to you by others. Each person can liberate only himelf.,Leo Tolstoy
"If you are a material being, then death is the end of everything. But if you are a spiritual being, then the body limits your spiritual being, and death is only a change.",Leo Tolstoy
"Our body limits the spiritual divine spark which we call our soul. In the way that a vessel gives form to the liquid or gas which is put into it, our body gives form to our spiritual being. If the vessel is broken, that which was in it no longer retains the form it had and flows out. Does it receive a new form? Is it united with other beings? We know nothing of this. After death the soul becomes something different, something indescribable.",Leo Tolstoy
Death is a liberation of the soul from the material personality in which it existed in this world.,Leo Tolstoy
"For those who live a spiritual life, there is no death.",Leo Tolstoy
"We expect rewards for goodness, and punishments for the bad things which we do. Often, they are not immediately forthcoming. Both evil and good exist in the life of the spirit, though, which is outside time, and though we may not see clear indications of reward or punishment, nevertheless, we feel reward or punishment with our conscience.",Leo Tolstoy
The worst punishment is the understanding that you failed to properly use those good things which were given to you. Do not expect a big punishment. There can be no harder punishment than this remorse.,Leo Tolstoy
Doing good is the only sure path to bliss.,Leo Tolstoy
"Do not expect some tangible reward for your goodness; your actions are their own reward. In the same way, do not think that you can hope to avoid punishment of your evil acts, for your punishment already lies in your soul. You are mistaken if you think that the pain in your soul was caused by anything else.",Leo Tolstoy
"Self-abnegation is not the rejection of your entire self, just the rejection of your animal being.",Leo Tolstoy
The greatest bliss a person can know is the state of complete freedom and happiness that can come only through self-sacrifice and love.,Leo Tolstoy
"Deny your personality, and you will come to understand the highest good in life: love.",Leo Tolstoy
"The more a person gives to other people, and the less he asks for himself, the better for him. The less he gives to others, and the more he wants for himself, the worse for him. Our contemporaries think it the reverse.",Leo Tolstoy
"For the most part, false and harmful opinions are distributed and supported by influence. We are too likely to accept the views and thoughts of other people without trying to investigate them deeper and further ourselves. Unimportant people are those who accept other people’s thoughts without developing them themselves.",Leo Tolstoy
Your thought is easily influenced by the presence of another soul; a person can be completely free only when he is alone.,Leo Tolstoy
Nothing is more harmful than a bad example set by others. They bring into our life notions which never would have occurred to us without an example.,Leo Tolstoy
"A person can easily grow accustomed to living a lie, especially if he sees everyone around him living in the same way.",Leo Tolstoy
False ideas which gain currency can easily be recognized by the loud fanfare with which they are accompanied. Real truth does not need any outer embellishments.,Leo Tolstoy
The possibility of influencing others causes a person with high morals to be more strict about his words and actions which could influence other people.,Leo Tolstoy
The intellect is the only fit guide for human life.,Leo Tolstoy
"A man who lives an intellectual life is like a man who carries a lantern in front of him to light his way. Such a person will never come to a dark place, because the light of his intellect moves before him. There is no fear of death in this kind of life, because the lantern which moves before you lights your way to your last minute, and you follow it to the end as calmly and quietly as you have all of your life.",Leo Tolstoy
"Some people live and act according to their own thoughts, and some according to the thoughts of others; this is a crucial distinction between people.",Leo Tolstoy
Vanity has no limits.,Leo Tolstoy
You could choose no worse way to guide your life than to follow the opinions of other people.,Leo Tolstoy
"It’s not wise to be interested in fame and the appreciation of others, because no two people’s opinions about what is good are the same.",Leo Tolstoy
The opinion of a revered writer or thinker can have a deep influence on society; it can also be a big obstacle to understanding real truth.,Leo Tolstoy
"Divine truth may be revealed in the speech of children, or in the ravings and nightmares of madmen; or in the ordinary conversations of simple people. And weak and false thoughts may be found in books which have come to be considered great, or even sacred.",Leo Tolstoy
"Many statements which are accepted as truth because they have been passed down to us by tradition look like truth only because we have never tested them, never thought about them in a more precise way.",Leo Tolstoy
"A thought which is expressed in the Old Testament, or in the New Testament, or in the Koran or in the Indian divine book the Upanishads, does not become a truth because it is expressed in a book which is considered to be holy. If we think that every word in every holy book is true, then we have created an idol.",Leo Tolstoy
"Any important thought, no matter where it comes from, should be discussed; and every thought, no matter who said it, should be given attention.",Leo Tolstoy
"The majority of evils people commit are the result, not of an evil will, but of the dissemination of evil thoughts which people accept and follow uncritically.",Leo Tolstoy
"Think only good thoughts, and with time they will become good deeds.",Leo Tolstoy
"Thoughts which create evil actions are much worse than the acts themselves. You can stop doing a bad thing, and repent, and not repeat it. But bad thoughts are repeated again and again, and cause other bad actions; bad thoughts follow one after another.",Leo Tolstoy
"Think good thoughts, and your thoughts will be turned into good actions. Everything begins in thought. Guiding your thoughts is one of the keys to self-perfection. If you suffer misfortunes in your life, look for their cause, not in your actions, but in the thoughts which inspired them, and try to improve those thoughts. If you are inspired by an event in your life, look for its origins in your previous thoughts which caused the event.",Leo Tolstoy
"You make your decisions in the present, and the present exists out of time; it is a tiny moment where two periods—the past and the future—meet. In the present you are always free to make your choice.",Leo Tolstoy
"A wise man was asked what was the most important time, person, and thing in life. He answered, “The most important time is the present time, because at this time a person has power over himself. The most important person is the one with whom you deal at present, because there is no guarantee that you will ever be able to deal with any other person in this world. The most important thing is to love this person, because everyone is sent into this world with the sole purpose of loving other people.”",Leo Tolstoy
"A most dangerous temptation is the temptation to prepare to live, instead of living. The future does not belong to you. Therefore, remember to live the best way you knownow. The only perfection necessary is perfection in love, which can be reached only in the present. It’s why we came into this world.",Leo Tolstoy
The present is the moment in which the divine nature of life is revealed. Let us respect our present time; God exists in this time.,Leo Tolstoy
"A person dies as he lives his spiritual life, alone.",Leo Tolstoy
"A person may ask God or other people for help, but only his good life can help him, and this he must do on his own.",Leo Tolstoy
"Every person has a depth to his inner life, an essence that cannot be explained. Sometimes you want to explain this essence to people, but you will see that it isn’t possible to explain it to another person so that he understands.",Leo Tolstoy
Hence the need for your own channel of communication with God. Establish this channel and do not seek anything else.,Leo Tolstoy
"The burden, the cross, which every man has to carry exists on two planes: a longer vertical plane, which is the will of God; and a much shorter, horizontal plane, which is a man’s own will. If you orient your will so that it parallels the direction of God’s will, then you will have no cross to carry, no burden.",Leo Tolstoy
"If you want to fulfill the will of God, all will be good; if you want to fulfill your own will, and it does not coincide with the will of God, all will be evil.",Leo Tolstoy
The only way to know God and to believe in eternity is to unite your own will with the will of God.,Leo Tolstoy
"To be wise, you must follow your intellect, even though such a way of life is often attacked.",Leo Tolstoy
"You should not be upset by the sight of wisdom being criticized. Wisdom would not be real wisdom if it did not reveal the stupidity of a bad life, and people would not be people if they endured this revelation without criticism.",Leo Tolstoy
People have become too accustomed to the use of force. Life without violence seems impossible for them to imagine.,Leo Tolstoy
"People are wise beings; they possess the ability to live according to the dictates of their intellect, and sooner or later, they will evolve from a state of violence to a state of complete harmony and understanding. And every act of violence makes this time more distant from today.",Leo Tolstoy
"All other arguments against meat eating, no matter how strong they are, are meaningless in relation to the fact that animals have the same life spirit that exists in us.We should feel that by taking an animal life we commit something close to suicide. No other argument against meat eating is necessary for those who have this inner feeling.",Leo Tolstoy
We cannot close our eyes to those people who eat meat for the satisfaction of their pampered tastes.,Leo Tolstoy
"The logical arguments against meat eating are not strong enough. Logic is good, but in some cases it falls short. But know this: the more compassion a person shows other living creatures, the kinder and better he is. To kill animals, whether for sport or for fuel, is very cruel.",Leo Tolstoy
"We are spiritually connected on all sides, not only with people but with all living creatures.",Leo Tolstoy
Try to understand the unity of all living things. Try to serve and suffer with all living beings.,Leo Tolstoy
Kindness is a necessary addition to everything.,Leo Tolstoy
"All the best qualities of mankind are meaningless and worthless without kindness, and even the worst vices can be easily forgiven with kindness.",Leo Tolstoy
"There is a natural kindness which comes from our external attributes, from our inheritance, audience, good or bad indigestion, success, etc. This kind of kindness is very pleasant, both for the person who experiences it and for the people around him. And there is another type of kindness which comes from inner, spiritual work. This kindness is less attractive, but although the first kindness can easily change or be transformed into hatred, the second kind of kindness will never disappear and will constantly grow.",Leo Tolstoy
"Kindness is the major quality of the soul. If a person is not kind, it is because he was subjected to some lie, passion, or temptation which violated his natural state.",Leo Tolstoy
"Christianity is true because it can answer the most distant, abstract questions, and at the same time, it can solve all practical issues of life as well. It established the kingdom of God in the spiritual life of every individual, and in the spiritual life of humanity in general.",Leo Tolstoy
"Only religion destroys egoism and selfishness, so that one starts to live life not only for himself. Only religion destroys the fear of death, only religion gives us the meaning of life, only religion creates equality among people, only religion sets a person free from outer pressures. We must believe those spiritual doctrines which provide a very simple and practical guide for every one of us.",Leo Tolstoy
"Life is constant movement, and therefore goodness in life is not a certain state, but the direction of movement. This direction is not in serving yourself, but God.",Leo Tolstoy
"Happiness is a thing which a person wishes only for himself; goodness is a thing which a person wishes for himself and for others. Happiness can be achieved by struggle; goodness, on the contrary, by being humble.",Leo Tolstoy
Real goodness is to serve God.,Leo Tolstoy
"You should do goodness without choosing to whom. Good things, once done, will never disappear, even if you forget about them. There is only one way to be happy, and this is a sure way: to do goodness and to share this goodness with others.",Leo Tolstoy
Anyone who is engaged in really important things is very simple because he does not have time to create unnecessary things.,Leo Tolstoy
People can live without need and without jealousy only when they lead a life of moderation.,Leo Tolstoy
"A fruitful prayer is the establishment in your conscious mind of the understanding of life’s meaning, and you can experience this state during the best minutes of your life.",Leo Tolstoy
"One hour of honest, serious thinking is more precious than weeks spent in empty talks.",Leo Tolstoy
"You should pray every hour. The most necessary and the most difficult form of prayer is to remember—in spite of the numerous distractions of life—your obligations to God, to his law. You become scared, you become upset, you become embarrassed, you become too involved or distracted by something. But you should always remember who you are and what you should do. This is what a real prayer should be about. This is difficult in the beginning, but with time you can work and create this habit.",Leo Tolstoy
It is dangerous to disseminate the idea that our life is purely the product of material forces and that it depends entirely on these forces.,Leo Tolstoy
"There are no people who can more confuse the notions of good and evil than the scholars of our time. Their science makes good progress in the study of the material world, but in the inner, spiritual life of humanity, it becomes an unnecessary and sometimes harmful thing.",Leo Tolstoy
The teaching about your inner life is the most useful one.,Leo Tolstoy
In our time science has started to give diplomas for idleness.,Leo Tolstoy
"The real purpose of science is the understanding of the truth of this life. Its false purpose is the justification of evil in this world. These are the judicial sciences, political sciences, and especially theology, the science of religion.",Leo Tolstoy
"If people were completely virtuous, they would never step aside from the truth.",Leo Tolstoy
The truth is harmful only to evildoers. Those who do good love the truth.,Leo Tolstoy
"People move, inconspicuously but ceaselessly, toward the kingdom of God, which will be achieved by unification in love.",Leo Tolstoy
"The constant struggle between flesh and spirit will never be finished. This struggle is eternal and the essence of life. The purpose of life is loving, the penetration of everything with love. It is the slow and gradual change from evil to good, it is the creation of the real life, the life filled with love.",Leo Tolstoy
"The human world is always on the way to perfection, and the understanding of this process of perfection is one of mankind’s biggest joys, and this joy is accessible to every person.",Leo Tolstoy
"Work is the condition of existence in the material, physical world. If Robinson had not worked, he would have frozen to death and died from hunger, and everybody can see this. So labor is the necessary condition for the spiritual life as well, but not all people can see this clearly, though it is as obvious as the necessity of physical labor for the body.",Leo Tolstoy
"If you are doing nothing, it means you are doing bad things.",Leo Tolstoy
"Those who do nothing, do bad things. Those who do nothing, have many associates and supporters. The brain of a lazy and idle person is the favorite stopping place of the devil.",Leo Tolstoy
"You should never be ashamed of any work, even the lowest and dirtiest, but you should be ashamed only of the dirtiest moral state, that is the idleness of your body, which is the necessary result of the consumption of the labor of others.",Leo Tolstoy
"Justice is achieved not in striving for justice, but with love.",Leo Tolstoy
"In order to hit the mark, you should aim farther than it stands, so you will achieve it; in order to be just, you should make a self-sacrifice, be unjust to yourself.",Leo Tolstoy
"Not a single person can be completely just in all his deeds, but a just person can be completely different from an unjust one with his efforts, in the same way as a truthful man is different from a liar, with his efforts to speak only truth.",Leo Tolstoy
"You cannot be completely just. One time you do too little, the other time you do too much. There is only one way not to sin against justice; always to change things, to improve things, to make them better.",Leo Tolstoy
"The best and the most important object for every person is his inner self, his spiritual being.",Leo Tolstoy
A person who knows all sciences but does not know himself is a poor and ignorant person. He who does not know anything except for his inner spiritual self is an enlightened person.,Leo Tolstoy
"A person always has a place to be safe from all of his misfortunes, and this place is his soul.",Leo Tolstoy
"If you could only know who you are, all your troubles would seem utterly unnecessary and trivial.",Leo Tolstoy
Faith is the foundation on which all else rests; it is the root of all knowledge.,Leo Tolstoy
"There are two types of faith in this world. The first is faith in things other people say, faith in people; there are many varieties of this type of faith. The second is faith in God; this type of faith is unvarying, and it is necessary for all people.",Leo Tolstoy
"Faith is the necessary property of the soul. Feel the essential meaninglessness of those things which are well-known to you, and the greatness of things which are unknown but important.",Leo Tolstoy
"Cleave to the teachings of Christ completely, and let go of other teachings, just as a sailor reads his compass, though other signs around him might contradict it.",Leo Tolstoy
"People who believe they do not have faith are wrong; they simply don’t realize it, or don’t want it, or cannot express it.",Leo Tolstoy
"If, in his soul, a person understands God, he understands his connection to all the world’s people.",Leo Tolstoy
"We are all children of the same father, and it is unnatural not to love our brothers.",Leo Tolstoy
"Those who are on top of the mountain can see the sunrise sooner than those who live in the valley. So, too, with those who achieve spiritual heights: they can see the heavenly sunrise sooner than those who live a material life. But the time will come when the sun will rise so high in the sky that everyone will see it.",Leo Tolstoy
"As soon as the higher ideal is put before us, all false ideals will fade away as the stars fade away when they meet the sun.",Leo Tolstoy
Any work of false art praised by critics is a door through which “hypocrites of art” enter our minds.,Leo Tolstoy
"The creation and sale of most art today is pure prostitution. The comparison is true in every detail. Real art can only rarely be created even by a real artist; like a child in a mother’s womb, it is the ripened fruit of his prior life. False art, though, can be ceaselessly produced by craftsmen, according to the dictates of a market. Like a faithful wife who loves her husband, real art does not need any excess decoration; like a prostitute, false art demands to be decorated. True art comes out of an artist’s urgent need to express the feelings that have formed inside him, just as a mother needs to give birth to her baby. False art answers only to profit. Real art brings new feelings into our life, as a woman brings a new person into the world. False art corrupts: it makes a person dissipated, distracts him, weakens his spiritual power. Everyone must understand this, in order that they shun the terrible proliferation of this dirty, dissipated type of art which is, on its face, prostitution.",Leo Tolstoy
"Until they throw the money changers out of the temple of art, it will never be a real temple. But the time will come when these salesmen will be sent away from the temple of art.",Leo Tolstoy
"Soldiers who stand idle in a shelter during a battle as reinforcements will try to involve themselves in almost any activity in order to distract themselves from the impending danger. It seems to me that people who want to save themselves from life behave like these soldiers: some distract themselves with vanity, some with cards, politics, laws, women, gambling, horses, hunting, wine, or state affairs.",Leo Tolstoy
"It is difficult to imagine what wonderful changes would occur to human lives if people would stop poisoning themselves with brandy, wine, tobacco, and drugs.",Leo Tolstoy
"They say that there is one religious sect that at the end of their gatherings they turn down the lights and have an orgy. In our society, people who participate in constant dissipations turn down the light of the intellect with addictive things such as drugs, alcohol, and tobacco.",Leo Tolstoy
"Making yourself addicted is not a crime, but it is a preparation for crime.",Leo Tolstoy
"Some people say, “It is not important if you drink or smoke.” If it is of no importance, then why not just stop, if you know that you harm yourself and, with your example, others?",Leo Tolstoy
"The closer people are to the truth, the more tolerant they are of the mistakes of others.",Leo Tolstoy
"Those who don’t believe in the spiritual foundations of their faith, who only pay lip service to the outer shell of their religious rituals, cannot be tolerant of others.",Leo Tolstoy
"There is one hard and fast rule we must always remember: if a good end can be achieved only through bad means, either it is not good after all, or its time has not yet come.",Leo Tolstoy
"A real truth, a real faith, needs neither worldly support nor an outer glamour, nor does it need to be forcefully introduced to others. God has time; for Him thousands of years pass as one. Those who feel the need to spread their faith through violence and force either lack faith in God, or in themselves.",Leo Tolstoy
"God cannot be understood by the human intellect, only felt by the human heart. We only know that he exists, and regardless of whether we want it or not, we know this for sure.",Leo Tolstoy
"The intellect is like a light that comes through a translucent glass: I see it, and though I do not know where it comes from, I know that it exists. We can say the same about God.",Leo Tolstoy
"We can understand the existence of God with our intellect only when we understand our complete dependence on him, as if we have the same feeling an infant understands when his mother holds him. A baby does not know who feeds him, who warms him, who takes care of him, but he understands that thereissomeone who does this, and even he loves the force in whose power he rests.",Leo Tolstoy
"Do not be alarmed if the notion of God is not clearly expressed to you. The more clearly it is expressed, the further it is from the truth, from its foundation.",Leo Tolstoy
"Real goodness is not something that can be acquired in an instant, but only through constant effort, because real goodness lies in constantly striving for perfection.",Leo Tolstoy
"Strive for goodness without any expectations for rapid or noticeable success. You will not see the results of your efforts, because the further you progress, the higher the ideal of perfection toward which you strive rises. The effort of striving for goodness, the process itself, justifies our lives.",Leo Tolstoy
"You should teach others with a good example, but if you teach with evil, then you do not teach, but destroy.",Leo Tolstoy
Sinful people had once accepted their right to punish others—and most of our misfortunes started from this.,Leo Tolstoy
"If you think someone is guilty of wronging you, forgive him. If you have never forgiven the guilty before, you will experience a new joy: the joy of forgiving.",Leo Tolstoy
"Punishment is always cruel, always painful.",Leo Tolstoy
"The strongest proof that in the name of “science” we pursue unworthy and sometimes even harmful things is the existence of a science of punishment, which in itself is one of the most ignorant and offensive types of action known to man, a vestige of the lowest level of human development, lower than that of a child or a madman.",Leo Tolstoy
"The things we do to make our life more comfortable remind me of an ostrich who hides his head in order not to see his enemies. We behave even worse than an ostrich. In order to achieve some dubious questionable future, we definitely destroy our life in the clearly defined present time.",Leo Tolstoy
"People today foolishly try to believe that all the world’s senselessness and cruelty—the richness of the few, the great poverty of the many, the violence and warfare—happens outside their own lives and does not interfere with them and their way of life.",Leo Tolstoy
"A misconception remains a misconception, even when it is shared by the majority of the people.",Leo Tolstoy
"If life is good, then death which is the necessary part of life, is good as well.",Leo Tolstoy
