Quote,Author,Book Title
"I don't know who invented high heels, but all women owe him a lot!",marilyn monroe,
Those who cannot change their minds cannot change anything.,george bernard shaw,
"Can you surf really well, then?""
I looked at Grover, who was trying hard not to laugh.
""Jeez, Nico,"" I said. ""I've never really tried.""
He went on asking questions. Did I fight a lot with Thalia, since she was a daughter of Zeus? (I didn't answer that one.) If Annabeth's mother was Athena, the goddess of wisdom, then why didn't Annabeth know better than to fall off a cliff? (I tried not to strangle Nico for asking that one.) Was Annabeth my girlfriend? (At this point, I was ready to stick the kid in a meat-flavored sack and throw him to the wolves.)",rick riordan,
"But if thought corrupts language, language can also corrupt thought.",george orwell,1984
Sometimes even to live is an act of courage.,lucius annaeus seneca,
"I am awfully greedy; I want everything from life. I want to be a woman and to be a man, to have many friends and to have loneliness, to work much and write good books, to travel and enjoy myself, to be selfish and to be unselfish… You see, it is difficult to get all which I want. And then when I do not succeed I get mad with anger.",simone de beauvoir,
"There are three questions every woman should be able to answer yes to before they commit to a man. If you answer no to any of the three questions, run like hell.""
[...]
""Does he treat you with respect at all times? That's the first question. The second question is, if he is the exact same person twenty years from now that he is today, would you still want to marry him? And finally, does he inspire to be a better person? You find someone you can answer yes to all three, then you've found a good man.",colleen hoover,Slammed
"Did you really want to die?""
""No one commits suicide because they want to die.""
""Then why do they do it?""
""Because they want to stop the pain.",tiffanie debartolo,How to Kill a Rock Star
I have nothing to declare except my genius.,oscar wilde,
"I wonder how many people don't get the one they want, but end up with the one they're supposed to be with.",fannie flagg,Fried Green Tomatoes at the Whistle Stop Cafe
"But I didn't understand then. That I could hurt somebody so badly she would never recover. That a person can, just by living, damage another human being beyond repair.",haruki murakami,
"All good books are alike in that they are truer than if they had really happened and after you are finished reading one you will feel that all that happened to you and afterwards it all belongs to you: the good and the bad, the ecstasy, the remorse and sorrow, the people and the places and how the weather was. If you can get so that you can give that to people, then you are a writer.",ernest hemingway,
"This is how you do it: you sit down at the keyboard and you put one word after another until its done. It's that easy, and that hard.",neil gaiman,
"I love you, not just for now, but for always, and I dream of the day that you’ll take me in your arms again.",nicholas sparks,Dear John
"make a radical change in your lifestyle and begin to boldly do things which you may previously never have thought of doing, or been too hesitant to attempt. So many people live within unhappy circumstances and yet will not take the initiative to change their situation because they are conditioned to a life of security, conformity, and conservation, all of which may appear to give one peace of mind, but in reality nothing is more damaging to the adventurous spirit within a man than a secure future. The very basic core of a man's living spirit is his passion for adventure. The joy of life comes from our encounters with new experiences, and hence there is no greater joy than to have an endlessly changing horizon, for each day to have a new and different sun. If you want to get more out of life, you must lose your inclination for monotonous security and adopt a helter-skelter style of life that will at first appear to you to be crazy. But once you become accustomed to such a life you will see its full meaning and its incredible beauty.",jon krakauer,Into the Wild
"Have you ever asked yourself, do monsters make war, or does war make monsters?",laini taylor,Daughter of Smoke & Bone
Some walks you have to take alone.,suzanne collins,Mockingjay
All happiness depends on courage and work.,honoré de balzac,
"I sit beside the fire and think 
Of all that I have seen
Of meadow flowers and butterflies
In summers that have been

Of yellow leaves and gossamer
In autumns that there were
With morning mist and silver sun
And wind upon my hair

I sit beside the fire and think
Of how the world will be
When winter comes without a spring 
That I shall ever see

For still there are so many things
That I have never seen
In every wood in every spring
There is a different green

I sit beside the fire and think
Of people long ago
And people that will see a world
That I shall never know

But all the while I sit and think
Of times there were before
I listen for returning feet 
And voices at the door",j.r.r. tolkien,
The future is now. It's time to grow up and be strong. Tomorrow may well be too late.,neil labute,Reasons to Be Pretty
Autumn is a second spring when every leaf is a flower.,albert camus,
"If all the world hated you and believed you wicked, while your own conscience approved of you and absolved you from guilt, you would not be without friends.",charlotte brontë,Jane Eyre
"For me, I am driven by two main philosophies: know more today about the world than I knew yesterday and lessen the suffering of others. You'd be surprised how far that gets you.",neil degrasse tyson,
The advantage of a bad memory is that one enjoys several times the same good things for the first time.,friedrich nietzsche,
"We need not to be let alone. We need to be really bothered once in a while. How long is it since you were really bothered? About something important, about something real?",ray bradbury,Fahrenheit 451
I think; therefore I am.,rene descartes,
The good thing about science is that it's true whether or not you believe in it.,neil degrasse tyson,
"Always be a poet, even in prose.",charles baudelaire,
"What is family? They were the people who claimed you. In good, in bad, in parts or in whole, they were the ones who showed up, who stayed in there, regardless. It wasn't just about blood relations or shared chromosomes, but something wider, bigger. We had many families over time. Our family of origin, the family we created, and the groups you moved through while all of this was happening: friends, lovers, sometimes even strangers. None of them perfect, and we couldn't expect them to be. You can't make any one person your world. The trick was to take what each could give you and build your world from it.",sarah dessen,Lock and Key
"Reality doesn't impress me. I only believe in intoxication, in ecstasy, and when ordinary life shackles me, I escape, one way or another. No more walls.",anaïs nin,"Incest: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin, 1932-1934"
Fairy tales do not tell children the dragons exist. Children already know that dragons exist. Fairy tales tell children the dragons can be killed.,g.k. chesterton,
I'm killing time while I wait for life to shower me with meaning and happiness.,bill watterson,
"Be thankful for what you have; you'll end up having more. If you concentrate on what you don't have, you will never, ever have enough.",oprah winfrey,
Science is not only compatible with spirituality; it is a profound source of spirituality.,carl sagan,The Demon-Haunted World: Science as a Candle in the Dark
Hope is a waking dream.,aristotle,
A small but noteworthy note. I've seen so many young men over the years who think they're running at other young men. They are not. They are running at me.,markus zusak,The Book Thief
"If the real world were a book, it would never find a publisher. Overlong, detailed to the point of distraction-and ultimately, without a major resolution.",jasper fforde,Something Rotten
"A love like that was a serious illness, an illness from which you never entirely recover.",charles bukowski,The People Look Like Flowers at Last
you have to love something before you can hate it.,nicholas sparks,The Last Song
"Either you deal with what is the reality, or you can be sure that the reality is going to deal with you.",alex haley,
You care so much you feel as though you will bleed to death with the pain of it.,j.k. rowling,Harry Potter and the Order of the Phoenix
"You’re dangerous,” he says.
“Why?”
“Because you make me believe in the impossible",simone elkeles,Rules of Attraction
"You should write because you love the shape of stories and sentences and the creation of different words on a page. Writing comes from reading, and reading is the finest teacher of how to write.",annie proulx,
"What a blessing it is to love books as I love them;- to be able to converse with the dead, and to live amidst the unreal!",thomas babington macaulay,The Selected Letters of Thomas Babington Macaulay
When will you learn that there isn't a word for everything?,nicole krauss,The History of Love
"To put everything in balance is good, to put everything in harmony is better.",victor hugo,
"You're the first Shadowhunter I've ever met."" 
“That’s too bad,” said Jace, “since all the others you meet from now on will be a terrible letdown.",cassandra clare,City of Fallen Angels
"I believe in God, but not as one thing, not as an old man in the sky. I believe that what people call God is something in all of us. I believe that what Jesus and Mohammed and Buddha and all the rest said was right. It's just that the translations have gone wrong.",john lennon,
The future depends on what you do today.,mahatma gandhi,
"If, then, I were asked for the most important advice I could give, that which I considered to be the most useful to the men of our century, I should simply say: in the name of God, stop a moment, cease your work, look around you.",leo tolstoy,"Essays, Letters and Miscellanies"
"Silence, I discover, is something you can actually hear.",haruki murakami,Kafka on the Shore
"Alec looked at her and shook his head. ""How do you manage never to get mud on your clothes?""
Isabelle shrugged philosophically. ""I'm pure at heart. It repels the dirt.",cassandra clare,City of Ashes
"Anybody can sympathise with the sufferings of a friend, but it requires a very fine nature to sympathise with a friend's success.",oscar wilde,
"It's going to be all right, sir,"" Harry said over and over again, more worried by Dumbledore's silence than he had been by his weakened voice. ""We're nearly there ... I can Apparate us both back ... don't worry ...""
""I am not worried, Harry,"" said Dumbledore, his voice a little stronger despite the freezing water. ""I am with you.",j.k. rowling,Harry Potter and the Half-Blood Prince
Intelligence plus character-that is the goal of true education.,martin luther king jr.,
Every day is a new day. It is better to be lucky. But I would rather be exact. Then when luck comes you are ready.,ernest hemingway,The Old Man and the Sea
"And then something invisible snapped insider her, and that which had come together commenced to fall apart.",john green,Looking for Alaska
No winter lasts forever; no spring skips its turn.,hal borland,
"Those who have a 'why' to live, can bear with almost any 'how'.",viktor e. frankl,Man’s Search for Meaning
"Mental pain is less dramatic than physical pain, but it is more common and also more hard to bear. The frequent attempt to conceal mental pain increases the burden: it is easier to say “My tooth is aching” than to say “My heart is broken.",c.s. lewis,The Problem of Pain
"When someone is in your heart, they're never truly gone. They can come back to you, even at unlikely times.",mitch albom,For One More Day
Open a book this minute and start reading. Don’t move until you’ve reached page fifty. Until you’ve buried your thoughts in print. Cover yourself with words. Wash yourself away. Dissolve.,carol shields,The Republic of Love
"When you have lost hope, you have lost everything. And when you think all is lost, when all is dire and bleak, there is always hope.",pittacus lore,I Am Number Four
A bit of trash now and then is good for the severest reader. It provides the necessary roughage in the literary diet.,phyllis mcginley,
"I was dead until you found me, though I breathed. I was sightless, though I could see. And then you came...and I was awakened.",j.r. ward,Lover Awakened
"Absence diminishes small loves and increases great ones, as the wind blows out the candle and fans the bonfire.",francois duc de la rochefoucauld,Maxims
"The power of a glance has been so much abused in love stories, that it has come to be disbelieved in. Few people dare now to say that two beings have fallen in love because they have looked at each other. Yet it is in this way that love begins, and in this way only.",victor hugo,Les Misérables
The best way to cheer yourself is to cheer somebody else up.,albert einstein,
If death meant just leaving the stage long enough to change costume and come back as a new character...Would you slow down? Or speed up?,chuck palahniuk,Invisible Monsters
A man's face is his autobiography. A woman's face is her work of fiction.,oscar wilde,
Books are no more threatened by Kindle than stairs by elevators.,stephen fry,
I hope that one day you will have the experience of doing something you do not understand for someone you love.,jonathan safran foer,Extremely Loud & Incredibly Close
"He died not for men, but for each man. If each man had been the only man made, He would have done no less.",c.s. lewis,
"I like people too much or not at all. I've got to go down deep, to fall into people, to really know them.",sylvia plath,The Unabridged Journals of Sylvia Plath
"Heard melodies are sweet, but those unheard, are sweeter",john keats,Ode On A Grecian Urn And Other Poems
Wanting to be someone else is a waste of the person you are.,marilyn monroe,
"Magnus, standing by the door, snapped his fingers impatiently. ""Move it along, teenagers. The only person who gets to canoodle in my bedroom is my magnificent self.""
""Canoodle?"" repeated Clary, never having heard the word before.
""Magnificent?"" repeated Jace, who was just being nasty. Magnus growled. The growl sounded like ""Get out.",cassandra clare,City of Bones
The only truth is music.,jack kerouac,
"I’ve been fighting to be who I am all my life. What’s the point of being who I am, if I can’t have the person who was worth all the fighting for?",stephanie lennox,I Don't Remember You
"The more I read, the more I acquire, the more certain I am that I know nothing.",voltaire,
All human wisdom is contained in these two words - Wait and Hope,alexandre dumas,The Count of Monte Cristo
Incredible change happens in your life when you decide to take control of what you do have power over instead of craving control over what you don't.,steve maraboli,"Life, the Truth, and Being Free"
"The things you used to own, now they own you.",chuck palahniuk,Fight Club
The most certain sign of wisdom is cheerfulness. ,michel de montaigne,
"I will love you as a thief loves a gallery and as a crow loves a murder, as a cloud loves bats and as a range loves braes. I will love you as misfortune loves orphans, as fire loves innocence and as justice loves to sit and watch while everything goes wrong. I will love you as a battlefield loves young men and as peppermints love your allergies, and I will love you as the banana peel loves the shoe of a man who was just struck by a shingle falling off a house. I will love you as a volunteer fire department loves rushing into burning buildings and as burning buildings love to chase them back out, and as a parachute loves to leave a blimp and as a blimp operator loves to chase after it.
I will love you as a dagger loves a certain person’s back, and as a certain person loves to wear dagger proof tunics, and as a dagger proof tunic loves to go to a certain dry cleaning facility, and how a certain employee of a dry cleaning facility loves to stay up late with a pair of binoculars, watching a dagger factory for hours in the hopes of catching a burglar, and as a burglar loves sneaking up behind people with binoculars, suddenly realizing that she has left her dagger at home. I will love you as a drawer loves a secret compartment, and as a secret compartment loves a secret, and as a secret loves to make a person gasp, and as a gasping person loves a glass of brandy to calm their nerves, and as a glass of brandy loves to shatter on the floor, and as the noise of glass shattering loves to make someone else gasp, and as someone else gasping loves a nearby desk to lean against, even if leaning against it presses a lever that loves to open a drawer and reveal a secret compartment. I will love you until all such compartments are discovered and opened, and until all the secrets have gone gasping into the world. I will love you until all the codes and hearts have been broken and until every anagram and egg has been unscrambled.
I will love you until every fire is extinguised and until every home is rebuilt from the handsomest and most susceptible of woods, and until every criminal is handcuffed by the laziest of policemen. I will love until M. hates snakes and J. hates grammar, and I will love you until C. realizes S. is not worthy of his love and N. realizes he is not worthy of the V. I will love you until the bird hates a nest and the worm hates an apple, and until the apple hates a tree and the tree hates a nest, and until a bird hates a tree and an apple hates a nest, although honestly I cannot imagine that last occurrence no matter how hard I try. I will love you as we grow older, which has just happened, and has happened again, and happened several days ago, continuously, and then several years before that, and will continue to happen as the spinning hands of every clock and the flipping pages of every calendar mark the passage of time, except for the clocks that people have forgotten to wind and the calendars that people have forgotten to place in a highly visible area. I will love you as we find ourselves farther and farther from one another, where we once we were so close that we could slip the curved straw, and the long, slender spoon, between our lips and fingers respectively.
I will love you until the chances of us running into one another slip from slim to zero, and until your face is fogged by distant memory, and your memory faced by distant fog, and your fog memorized by a distant face, and your distance distanced by the memorized memory of a foggy fog. I will love you no matter where you go and who you see, no matter where you avoid and who you don’t see, and no matter who sees you avoiding where you go. I will love you no matter what happens to you, and no matter how I discover what happens to you, and no matter what happens to me as I discover this, and now matter how I am discovered after what happens to me as I am discovering this.",lemony snicket,
The earth has its music for those who will listen,reginald vincent holmes,Fireside Fancies
"...you know that a good, long session of weeping can often make you feel better, even if your circumstances have not changed one bit.",lemony snicket,The Bad Beginning
"Dignity
/ˈdignitē/ noun

 1. The moment you realize that the person you cared for has nothing intellectually or spiritually to offer you, but a headache. 

2. The moment you realize God had greater plans for you that don’t involve crying at night or sad Pinterest quotes.

3. The moment you stop comparing yourself to others because it undermines your worth, education and your parent’s wisdom.

4. The moment you live your dreams, not because of what it will prove or get you, but because that is all you want to do. People’s opinions don’t matter. 

5. The moment you realize that no one is your enemy, except yourself.

6. The moment you realize that you can have everything you want in life. However, it takes timing, the right heart, the right actions, the right passion and a willingness to risk it all. If it is not yours, it is because you really didn’t want it, need it or God prevented it. 

7. The moment you realize the ghost of your ancestors stood between you and the person you loved. They really don't want you mucking up the family line with someone that acts anything less than honorable.

8. The moment you realize that happiness was never about getting a person. They are only a helpmate towards achieving your life mission.

9. The moment you believe that love is not about losing or winning. It is just a few moments in time, followed by an eternity of situations to grow from.

10. The moment you realize that you were always the right person. Only ignorant people walk away from greatness.",shannon l. alder,
"You might want to lie down,"" Magnus advised. ""I find that it helps when the crushing sense of horrible realization sets in.",cassandra clare,City of Ashes
"If you want to get laid, go to college. If you want an education, go to the library.",frank zappa,
The homemaker has the ultimate career. All other careers exist for one purpose only - and that is to support the ultimate career. ,c.s. lewis,
"Catherine Earnshaw, may you not rest as long as I am living. You said I killed you--haunt me then. The murdered do haunt their murderers. I believe--I know that ghosts have wandered the earth. Be with me always--take any form--drive me mad. Only do not leave me in this abyss, where I cannot find you! Oh, God! It is unutterable! I cannot live without my life! I cannot live without my soul!",emily brontë,Wuthering Heights
I’m not in this world to live up to your expectations and you’re not in this world to live up to mine.,bruce lee,
Most men would rather deny a hard truth than face it.,george r.r. martin,A Game of Thrones
"I love mankind, he said, ""but I find to my amazement that the more I love mankind as a whole, the less I love man in particular.",fyodor dostoyevsky,The Brothers Karamazov
"Why are you worrying about YOU-KNOW-WHO, when you should be worrying about YOU-NO-POO? The constipation sensation that's gripping the nation!",j.k. rowling,Harry Potter and the Half-Blood Prince
Trees that are slow to grow bear the best fruit.,moliere,
Let the rain kiss you. Let the rain beat upon your head with silver liquid drops. Let the rain sing you a lullaby.,langston hughes,
"Do you think that I count the days? There is only one day left, always starting over: it is given to us at dawn and taken away from us at dusk.",jean-paul sartre,
Men go to far greater lengths to avoid what they fear than to obtain what they desire.,dan brown,The Da Vinci Code
He felt that his whole life was some kind of dream and he sometimes wondered whose it was and whether they were enjoying it.,douglas adams,The Hitchhiker's Guide to the Galaxy
"Have you ever lost someone you love and wanted one more conversation, one more chance to make up for the time when you thought they would be here forever? If so, then you know you can go your whole life collecting days, and none will outweigh the one you wish you had back.",mitch albom,For One More Day
"Alone. Yes, that's the key word, the most awful word in the English tongue. Murder doesn't hold a candle to it and hell is only a poor synonym.",stephen king,
"there are two types of people in the world: those who prefer to be sad among others, and those who prefer to be sad alone.",nicole krauss,The History of Love
"When we are young, the words are scattered all around us. As they are assembled by experience, so also are we, sentence by sentence, until the story takes shape.",louise erdrich,The Plague of Doves
She feels in italics and thinks in CAPITALS.,henry james,
Scars have the strange power to remind us that our past is real.,cormac mccarthy,All the Pretty Horses
Waste no more time arguing about what a good man should be. Be one.,marcus aurelius,Meditations
I write to give myself strength. I write to be the characters that I am not. I write to explore all the things I'm afraid of. ,joss whedon,
"Nothing travels faster than the speed of light, with the possible exception of bad news, which obeys its own special laws.",douglas adams,Mostly Harmless
A person often meets his destiny on the road he took to avoid it.,jean de la fontaine,Fables
A paranoid is someone who knows a little of what's going on. ,william s. burroughs,
"The feelings that hurt most, the emotions that sting most, are those that are absurd - The longing for impossible things, precisely because they are impossible; nostalgia for what never was; the desire for what could have been; regret over not being someone else; dissatisfaction with the world’s existence. All these half-tones of the soul’s consciousness create in us a painful landscape, an eternal sunset of what we are.",fernando pessoa,
You alone are enough. You have nothing to prove to anybody.,maya angelou,
Life is either a daring adventure or nothing at all.,helen keller,The Open Door
Life starts all over again when it gets crisp in the fall.,f. scott fitzgerald,The Great Gatsby
"If no one cares for you at all, do you even really exist?",cassandra clare,Clockwork Prince
"Stories you read when you're the right age never quite leave you. You may forget who wrote them or what the story was called. Sometimes you'll forget precisely what happened, but if a story touches you it will stay with you, haunting the places in your mind that you rarely ever visit.",neil gaiman,M Is for Magic
"You deal with mythological stuff for a few years, you learn that paradises are usually places where you get killed.",rick riordan,The Battle of the Labyrinth
There is more than one way to burn a book. And the world is full of people running about with lit matches.,ray bradbury,
You’ll miss the best things if you keep your eyes shut.,dr. seuss,I Can Read With My Eyes Shut!
"I know it's wrong - God, it's all kinds of wrong - but I just want to lie down with you and wake up with you, just once, just once ever in my life.",cassandra clare,City of Glass
"We can't be afraid of change. You may feel very secure in the pond that you are in, but if you never venture out of it, you will never know that there is such a thing as an ocean, a sea. Holding onto something that is good for you now, may be the very reason why you don't have something better.",c. joybell c.,
Keep your face always toward the sunshine - and shadows will fall behind you.,walt whitman,
There are nights when the wolves are silent and only the moon howls. ,george carlin,
"The thing that makes you exceptional, if you are at all, is inevitably that which must also make you lonely.",lorraine hansberry,
No great mind has ever existed without a touch of madness.,aristotle,
Only a generation of readers will spawn a generation of writers.,steven spielberg,
"there is a place in the heart that
will never be filled

a space

and even during the
best moments
and
the greatest times
times

we will know it

we will know it
more than
ever

there is a place in the heart that
will never be filled
and

we will wait
and
wait

in that space.",charles bukowski,
Don't cry over someone who wouldn't cry over you.,lauren conrad,
"You will lose what you value most, so treasure it while you can.",richelle mead,Shadow Kiss
"Does such a thing as 'the fatal flaw,' that showy dark crack running down the middle of a life, exist outside literature? I used to think it didn't. Now I think it does. And I think that mine is this: a morbid longing for the picturesque at all costs.",donna tartt,The Secret History
Whoever is careless with the truth in small matters cannot be trusted with important matters,albert einstein,
"If you want a picture of the future, imagine a boot stamping on a human face—for ever.",george orwell,1984
"to love life, to love it even
when you have no stomach for it
and everything you've held dear
crumbles like burnt paper in your hands,
your throat filled with the silt of it.
When grief sits with you, its tropical heat
thickening the air, heavy as water
more fit for gills than lungs;
when grief weights you like your own flesh
only more of it, an obesity of grief,
you think, How can a body withstand this?
Then you hold life like a face
between your palms, a plain face,
no charming smile, no violet eyes,
and you say, yes, I will take you
I will love you, again.",ellen bass,
"Shoot for the moon. Even if you miss, you'll land among the stars.",norman vincent peale,
I want to be in a relationship where you telling me you love me is just a ceremonious validation of what you already show me.,steve maraboli,"Life, the Truth, and Being Free"
"Laughter is wine for the soul - laughter soft, or loud and deep, tinged through with seriousness - the hilarious declaration made by man that life is worth living.",sean o'casey,
Man is the cruelest animal.,friedrich nietzsche,
You can only be young once. But you can always be immature.,pat  monahan,
"We learn from failure, not from success!",bram stoker,Dracula
"It would seem that Our Lord finds our desires not too strong, but too weak. We are half-hearted creatures, fooling about with drink and sex and ambition when infinite joy is offered us, like an ignorant child who wants to go on making mud pies in a slum because he cannot imagine what is meant by the offer of a holiday at the sea. We are far too easily pleased.",c.s. lewis,"The Weight of Glory, and Other Addresses"
There are two ways of spreading light: to be the candle or the mirror that receives it.,edith wharton,
Great minds discuss ideas. Average minds discuss events. Small minds discuss people.,henry thomas buckle,
"You forget what you want to remember, and you remember what you want to forget.",cormac mccarthy,The Road
If you never did you should. These things are fun and fun is good.,dr. seuss,
"We do not believe in ourselves until someone reveals that deep inside us something is valuable, worth listening to, worthy of our trust, sacred to our touch. Once we believe in ourselves we can risk curiosity, wonder, spontaneous delight or any experience that reveals the human spirit.",e.e. cummings,
All a girl really wants is for one guy to prove to her that they are not all the same.,marilyn monroe,
Fashion is a form of ugliness so intolerable that we have to alter it every six months.,oscar wilde,
"The trouble was, I had been inadequate all along, I simply hadn't thought about it.",sylvia plath,The Bell Jar
"The impossible could not have happened, therefore the impossible must be possible in spite of appearances.",agatha christie,Murder on the Orient Express
"I got schooled this year
by
a
boy.

A boy that I'm seriously, deeply, madly, incredibly, and undeniably in 
love
 with.
And he taught me the most important thing of all...

To put the emphasis
On 
life
.",colleen hoover,Slammed
We do not need magic to transform our world. We carry all of the power we need inside ourselves already.,j.k. rowling,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination
"I am both happy and sad at the same time, and I'm still trying to figure out how that could be.",stephen chbosky,The Perks of Being a Wallflower
"There must be something in books, something we can’t imagine, to make a woman stay in a burning house; there must be something there. You don’t stay for nothing.",ray bradbury,Fahrenheit 451
Pity those who don't feel anything at all.,sarah j. maas,A Court of Thorns and Roses
And then I am going to rattle the stars.,sarah j. maas,Heir of Fire
Only you can control your future.,dr. seuss,
It is nothing to die. It is frightful not to live.,victor hugo,Les Misérables
"Instructions for living a life. 
Pay attention. 
Be astonished. 
Tell about it.",mary oliver,
"Marriage can wait, education cannot.",khaled hosseini,A Thousand Splendid Suns
"I don't go out with strangers,"" I said.

""Good thing I do. I'll pick you up at five.",becca fitzpatrick,"Hush, Hush"
"Stars, hide your fires; Let not light see my black and deep desires.",william shakespeare,Macbeth
"It is better, I think, to grab at the stars than to sit flustered because you know you cannot reach them.",r.a. salvatore,Sojourn
"If someone were to harm my family or a friend or somebody I love, I would eat them. I might end up in jail for 500 years, but I would eat them.",johnny depp,
"A person who has good thoughts cannot ever be ugly. You can have a wonky nose and a crooked mouth and a double chin and stick-out teeth, but if you have good thoughts they will shine out of your face like sunbeams and you will always look lovely.",roald dahl,The Twits
Freedom lies in being bold.,robert frost,
"Until you make the unconscious conscious, it will direct your life and you will call it fate.",c.g. jung,
"There are moments when troubles enter our lives and we can do nothing to avoid them.
But they are there for a reason. Only when we have overcome them will we understand why they were there.",paulo coelho,The Fifth Mountain
"The best way to not feel hopeless is to get up and do something. Don’t wait for good things to happen to you. If you go out and make some good things happen, you will fill the world with hope, you will fill yourself with hope.",barack obama,
Whenever people agree with me I always feel I must be wrong.,oscar wilde,
Sometimes love means letting go when you want to hold on tighter.,melissa marr,Ink Exchange
I hate men who are afraid of women's strength.,anaïs nin,"Henry and June: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin, 1931-1932"
"Anti-intellectualism has been a constant thread winding its way through our political and cultural life, nurtured by the false notion that democracy means that 'my ignorance is just as good as your knowledge.'",isaac asimov,
"God does not play dice with the universe; He plays an ineffable game of His own devising, which might be compared, from the perspective of any of the other players [i.e. everybody], to being involved in an obscure and complex variant of poker in a pitch-dark room, with blank cards, for infinite stakes, with a Dealer who won't tell you the rules, and who smiles all the time.",terry pratchett,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch"
Courage isn't having the strength to go on - it is going on when you don't have strength.,napoleon bonaparte,
"A mother is the truest friend we have, when trials heavy and sudden fall upon us; when adversity takes the place of prosperity; when friends desert us; when trouble thickens around us, still will she cling to us, and endeavor by her kind precepts and counsels to dissipate the clouds of darkness, and cause peace to return to our hearts.",washington irving,
"Watch out for intellect,
because it knows so much it knows nothing
and leaves you hanging upside down,
mouthing knowledge as your heart
falls out of your mouth.",anne sexton,The Complete Poems
"Don't aim at success. The more you aim at it and make it a target, the more you are going to miss it. For success, like happiness, cannot be pursued; it must ensue, and it only does so as the unintended side effect of one's personal dedication to a cause greater than oneself or as the by-product of one's surrender to a person other than oneself. Happiness must happen, and the same holds for success: you have to let it happen by not caring about it. I want you to listen to what your conscience commands you to do and go on to carry it out to the best of your knowledge. Then you will live to see that in the long-run—in the long-run, I say!—success will follow you precisely because you had forgotten to think about it",viktor e. frankl,Man’s Search for Meaning
"It isn't what we say or think that defines us, but what we do.",jane austen,Sense and Sensibility
Be glad. Be good. Be brave.,eleanor hodgman porter,
A well-composed book is a magic carpet on which we are wafted to a world that we cannot enter in any other way.,caroline gordon,
The soul is healed by being with children.,fyodor dostoevsky,
"You think because he doesn't love you that you are worthless. You think that because he doesn't want you anymore that he is right -- that his judgement and opinion of you are correct. If he throws you out, then you are garbage. You think he belongs to you because you want to belong to him. Don't. It's a bad word, 'belong.' Especially when you put it with somebody you love. Love shouldn't be like that. Did you ever see the way the clouds love a mountain? They circle all around it; sometimes you can't even see the mountain for the clouds. But you know what? You go up top and what do you see? His head. The clouds never cover the head. His head pokes through, beacuse the clouds let him; they don't wrap him up. They let him keep his head up high, free, with nothing to hide him or bind him. You can't own a human being. You can't lose what you don't own. Suppose you did own him. Could you really love somebody who was absolutely nobody without you? You really want somebody like that? Somebody who falls apart when you walk out the door? You don't, do you? And neither does he. You're turning over your whole life to him. Your whole life, girl. And if it means so little to you that you can just give it away, hand it to him, then why should it mean any more to him? He can't value you more than you value yourself.",toni morrison,
"You’ll get over it…” It’s the clichés that cause the trouble. To lose someone you love is to alter your life for ever. You don’t get over it because ‘it” is the person you loved. The pain stops, there are new people, but the gap never closes. How could it? The particularness of someone who mattered enough to grieve over is not made anodyne by death. This hole in my heart is in the shape of you and no-one else can fit it. Why would I want them to?",jeanette winterson,Written on the Body
"Literature is a textually transmitted disease, normally contracted in childhood.",jane yolen,"Touch Magic: Fantasy, Faerie & Folklore in the Literature of Childhood"
"The worst type of crying wasn't the kind everyone could see--the wailing on street corners, the tearing at clothes. No, the worst kind happened when your soul wept and no matter what you did, there was no way to comfort it. A section withered and became a scar on the part of your soul that survived. For people like me and Echo, our souls contained more scar tissue than life.",katie mcgarry,Pushing the Limits
"My life has a superb cast, but I cannot figure out the plot.",ashleigh brilliant,
"When I do good, I feel good. When I do bad, I feel bad. That's my religion.",abraham lincoln,
"I decided as long as I'm going to hell, I might as well do it thoroughly.",stephenie meyer,Twilight
"Atticus said to Jem one day, ""I’d rather you shot at tin cans in the backyard, but I know you’ll go after birds. Shoot all the blue jays you want, if you can hit ‘em, but remember it’s a sin to kill a mockingbird."" That was the only time I ever heard Atticus say it was a sin to do something, and I asked Miss Maudie about it. ""Your father’s right,"" she said. ""Mockingbirds don’t do one thing except make music for us to enjoy. They don’t eat up people’s gardens, don’t nest in corn cribs, they don’t do one thing but sing their hearts out for us. That’s why it’s a sin to kill a mockingbird.",harper lee,To Kill a Mockingbird
The past is never where you think you left it.,katherine anne porter,
He who knows all the answers has not been asked all the questions.,confucius,
The water hears and understands. The ice does not forgive.,leigh bardugo,Six of Crows
"The more clearly we can focus our attention on the wonders and realities of the universe about us, the less taste we shall have for destruction.",rachel carson,
"The purpose of a storyteller is not to tell you how to think, but to give you questions to think upon.",brandon sanderson,The Way of Kings
"An intellectual? Yes. And never deny it. An intellectual is someone whose mind watches itself. I like this, because I am happy to be both halves, the watcher and the watched. ""Can they be brought together?"" This is a practical question. We must get down to it. ""I despise intelligence"" really means: ""I cannot bear my doubts.",albert camus,
You can't wait for inspiration. You have to go after it with a club.,jack london,
This is a new year. A new beginning. And things will change.,taylor swift,
"Dreams are always crushing when they don't come true. But it's the simple dreams that are often the most painful because they seem so personal, so reasonable, so attainable. You're always close enough to touch, but never quite close enough to hold and it's enough to break your heart.",nicholas sparks,Three Weeks With My Brother
It's so much darker when a light goes out than it would have been if it had never shone.,john steinbeck,The Winter of Our Discontent
